name,mandal,year,age,area,community,edu,electioncat,occupation,party,sex,electedas
Kuruba Marekka,Kundurpi,2014,,Yerragunta,,,BC(W),,TDP,F,MPTC
P Manjula,Lepakshi,2014,,Cholasamudram,,,UR(W),,TDP,F,MPTC
C Usha,Lepakshi,2014,,Kalluru,,,UR(W),,TDP,F,MPTC
M Srinivas Reddy,Lepakshi,2014,,Kanchisamudram,,,UR,,YSRCP,M?,MPTC
K Indiramma,Lepakshi,2014,,Kodipalli,,,BC(W),,TDP,F,MPTC
C Savithri,Lepakshi,2014,,Konduru,,,UR(W),,TDP,F,MPTC
M Chalapathi,Lepakshi,2014,,Lapakshi I,,,UR,,IND,M?,MPTC
V Hnok,Lepakshi,2014,,Lapakshi Ii,,,SC,,TDP,M?,MPTC President
B China Obanna,Lepakshi,2014,,Lapakshi Iii,,,UR,,TDP,M?,MPTC
Kt Nagabhushanappa,Lepakshi,2014,,Lapakshi Iv,,,BC,,TDP,M?,MPTC
K Manjula,Lepakshi,2014,,Manepalli,,,SC(W),,TDP,F,MPTC
Jabbene Bee,Lepakshi,2014,,Mydugolam,,,BC(W),,YSRCP,F,MPTC
Bodannagari Narsimhappa,Lepakshi,2014,,Pulamathi,,,BC,,TDP,M?,MPTC Vice President
Mn Vani,Lepakshi,2014,,Shirivaram,,,BC(W),,TDP,F,MPTC
K.Sridevi,Madakasira,2014,,Amidalagondhi 1,,,UR(W),,TDP,F,MPTC
Gangadharappa,Madakasira,2014,,Amidalagondhi 2,,,SC,,TDP,M?,MPTC
Narasegoud,Madakasira,2014,,Bullasamudram,,,UR,,TDP,M?,MPTC
E.Aurna,Madakasira,2014,,C.Kodigepalli,,,UR(W),,TDP,F,MPTC President
Bojjappa,Madakasira,2014,,Chandakachrala,,,UR,,TDP,M?,MPTC
R.Nanjundeswara,Madakasira,2014,,Chatram,,,SC,,TDP,M?,MPTC
Saradamma,Madakasira,2014,,Gangulavaipalyam,,,BC(W),,INC,F,MPTC
Ddhanalakshmamma,Madakasira,2014,,Govindapuram,,,BC(W),,TDP,F,MPTC Vice President
Padmakka,Madakasira,2014,,Gowdanahalli,,,BC(W),,TDP,F,MPTC
Aswathamappa,Madakasira,2014,,Haresamudram,,,UR,,TDP,M?,MPTC
Chikkannagari Ramappa,Madakasira,2014,,Kadirepalli,,,BC,,TDP,M?,MPTC
Mala Jayamma,Madakasira,2014,,Kallumarri,,,SC(W),,INC,F,MPTC
Bheemakka,Madakasira,2014,,Kotha Gundumala,,,ST(W),,TDP,F,MPTC
Narasamma,Madakasira,2014,,Manur,,,SC(W),,TDP,F,MPTC
Lakshminarayana,Madakasira,2014,,Melavai,,,BC,,TDP,M?,MPTC
Guduva Narasaiahgari  Rangamma,Madakasira,2014,,R.Anantapuram,,,UR(W),,TDP,F,MPTC
Y.T.Rammohan Reddy,Madakasira,2014,,Y.B.Halli,,,UR,,TDP,M?,MPTC
Agile Sunitamma,Mudigubba,2014,,Chinnakotla,,,UR,,YSRCP,M?,MPTC
Chimala Kullayappa,Mudigubba,2014,,Dorigallu 1,,,UR,,TDP,M?,MPTC
B.Lakshmi Devi,Mudigubba,2014,,Dorigallu 2,,,ST(W),,TDP,F,MPTC
Bandi Sivanaramma,Mudigubba,2014,,Dorigallu 3,,,BC(W),,YSRCP,F,MPTC
Butra Ramanjaneyulu,Mudigubba,2014,,Jonnala Kothapalli,,,BC,,YSRCP,M?,MPTC
Chintala Reddygari Brundamma,Mudigubba,2014,,Kodavandlapalli,,,UR(W),,YSRCP,F,MPTC
Pottipati Lakshmidevi,Mudigubba,2014,,Kondagattupalli,,,UR(W),,YSRCP,F,MPTC
K.Subhashini,Mudigubba,2014,,Malakavemala,,,UR(W),,YSRCP,F,MPTC
Upparlapalli Pullamma,Mudigubba,2014,,Mallepalli 1,,,SC(W),,YSRCP,F,MPTC
Nallbapineni Sivamma,Mudigubba,2014,,Mallepalli 2,,,BC(W),,YSRCP,F,MPTC
A.Sarada,Mudigubba,2014,,Mudigubba 1,,,UR,,IND,M?,MPTC
Veluri Malathi,Mudigubba,2014,,Mudigubba 2,,,UR(W),,YSRCP,F,MPTC President
Gundralla Narayana Swamy,Mudigubba,2014,,Mudigubba 3,,,SC,,YSRCP,M?,MPTC
D.Venkatesh,Mudigubba,2014,,Mukthapuramu,,,UR,,TDP,M?,MPTC
Midde Adi Narayana,Mudigubba,2014,,Peddachigulla Revue,,,UR,,YSRCP,M?,MPTC Vice President
Banoth Manjula Bai,Mudigubba,2014,,Podarallapalli,,,ST,,YSRCP,M?,MPTC
G.Bhagyamma,Mudigubba,2014,,Sankepalli,,,UR(W),,TDP,F,MPTC
Bole Radha,Nallacheruvu,2014,,Allugundu,,,UR(W),,TDP,F,MPTC Vice President
Edagottu Ramanappa,Nallacheruvu,2014,,K.Pulakunta,,,UR,,YSRCP,M?,MPTC
Thaticherla Mabu Sab,Nallacheruvu,2014,,Nallacheruvu 2,,,UR,,TDP,M?,MPTC President
Enugonda Lalithamma,Nallacheruvu,2014,,Nallacheruvu 1,,,UR(W),,YSRCP,F,MPTC
Pyayala Saileela,Nallacheruvu,2014,,Oruvai,,,BC(W),,YSRCP,F,MPTC
Bommireddy Gangulamma,Nallacheruvu,2014,,P.Kothapalli,,,UR(W),,YSRCP,F,MPTC
Jalipigari Parvathi,Nallacheruvu,2014,,Talamarlavandlapalli,,,SC(W),,TDP,F,MPTC
Kondreddy Siva Reddy,Nallacheruvu,2014,,Tavalamarri,,,UR,,YSRCP,M?,MPTC
Sadum Mahaboob Basha,Nallacheruvu,2014,,Ubicherla,,,BC,,TDP,M?,MPTC
P.Venkatarangareddy,Nallamada,2014,,Charupalli,,,UR,,TDP,M?,MPTC
P.Vijayamma,Nallamada,2014,,Donnikota,,,UR,,YSRCP,M?,MPTC
V.Bramhanandareddy,Nallamada,2014,,Gopepalli,,,UR,,YSRCP,M?,MPTC President
S.Habee Babi,Nallamada,2014,,Kurumala,,,UR(W),,TDP,F,MPTC
M.Sivasankar,Nallamada,2014,,Nallamada  1,,,UR,,TDP,M?,MPTC
K.M.Chandrayudu,Nallamada,2014,,Nallamada 2,,,BC,,TDP,M?,MPTC
E.Peeramma,Nallamada,2014,,Nallamada  3,,,ST(W),,YSRCP,F,MPTC
K.Sukanya,Nallamada,2014,,P.B.Palli,,,UR(W),,YSRCP,F,MPTC
K.Nirmaladevi,Nallamada,2014,,Pulagampalli,,,BC(W),,YSRCP,F,MPTC
S.Chandrakala,Nallamada,2014,,Reddipalli,,,UR(W),,YSRCP,F,MPTC
M.Nageswara,Nallamada,2014,,Vankarakunta,,,SC,,TDP,M?,MPTC
P.Sreenivasulu,Nallamada,2014,,Vellamadi,,,UR,,YSRCP,M?,MPTC Vice President
Cheemala Lakshminarayanamma,Narpala,2014,,B.Pappuru,,,SC(W),,TDP,F,MPTC
Talari Kullayappa,Narpala,2014,,Bandlapalli,,,BC,,TDP,M?,MPTC
Konanki Lakshmidevi,Narpala,2014,,Bondalawada,,,UR(W),,TDP,F,MPTC
Bhavamma,Narpala,2014,,Chamaluru,,,UR(W),,TDP,F,MPTC
Kovuri Kalavathi,Narpala,2014,,Dugumarri,,,UR(W),,YSRCP,F,MPTC
Talari Thippanna,Narpala,2014,,Gaddamnagepalli,,,UR,,TDP,M?,MPTC Vice President
Manjula Lakshmidevi,Narpala,2014,,Ganganapalli,,,BC(W),,YSRCP,F,MPTC
S.K.Sabeera,Narpala,2014,,Gugudu,,,UR(W),,YSRCP,F,MPTC
Loknath Akula,Narpala,2014,,H.Sodanapalli,,,UR,,TDP,M?,MPTC
Bandi Nagaraju,Narpala,2014,,Kesepalli,,,BC,,TDP,M?,MPTC
Sake Venugopal,Narpala,2014,,Narpala 1,,,SC,,TDP,M?,MPTC
Narpala Swathi Latha,Narpala,2014,,Narpala 2,,,UR,,YSRCP,M?,MPTC
Akula Anjaneyulu,Narpala,2014,,Narpala 3,,,UR,,TDP,M?,MPTC
Akula Aruna,Narpala,2014,,Narpala 4,,,UR,,TDP,M?,MPTC President
Mankini Vijayalakshmi,Narpala,2014,,Narpala 5,,,BC(W),,YSRCP,F,MPTC
Arigela Nallamma,Narpala,2014,,Venkatampalli,,,SC(W),,TDP,F,MPTC
M.Suseelamma,N.P.Kunta,2014,,Balijapalli,,,UR(W),,YSRCP,F,MPTC
Dudise Narayanappa,N.P.Kunta,2014,,Dhaniyancheruvu,,,BC,,TDP,M?,MPTC
Yeddula Vedavathi,N.P.Kunta,2014,,Edurudona,,,UR(W),,TDP,F,MPTC President
V. Nagamma,N.P.Kunta,2014,,M.K.Dinne,,,UR,,TDP,M?,MPTC Vice President
N.Ravanamma,N.P.Kunta,2014,,N.P.Kunta 2,,,SC(W),,TDP,F,MPTC
Shake Maqbul Bee,N.P.Kunta,2014,,N.P.Kunta 1,,,UR(W),,YSRCP,F,MPTC
K.Gangulamma,N.P.Kunta,2014,,P.Kothapalli,,,UR(W),,TDP,F,MPTC
Pappi Reddy Powl Reddy,N.P.Kunta,2014,,T.N.Palli,,,UR,,TDP,M?,MPTC
V.Ramanamma,N.P.Kunta,2014,,Velichelamala,,,ST(W),,TDP,F,MPTC
Gurukulam Sreenivasa Reddy,O.D.Cheruvu,2014,,Allapalli,,,UR,,YSRCP,M?,MPTC
Boyapati Jaganmohan Chowdary,O.D.Cheruvu,2014,,Chithamanipalli,,,UR,,YSRCP,M?,MPTC
Kuppanagari Lakshmipathireddy,O.D.Cheruvu,2014,,Daburuvaripalli,,,UR,,YSRCP,M?,MPTC
Usharani. N,O.D.Cheruvu,2014,,Inagaloore,,,UR(W),,TDP,F,MPTC
G.Md.Ismail,O.D.Cheruvu,2014,,Kondakamarla 1,,,BC,,TDP,M?,MPTC President
Jayammagari Nagireddy,O.D.Cheruvu,2014,,Kondakamarla 2,,,UR(W),,TDP,F,MPTC
Vangireddy. Saraswa Thamma,O.D.Cheruvu,2014,,Mittapalli,,,UR(W),,YSRCP,F,MPTC
Boddu Aruna,O.D.Cheruvu,2014,,O.D.Cheruru 1,,,BC(W),,YSRCP,F,MPTC
Bhukya Thulasi Bai,O.D.Cheruvu,2014,,O.D.Cheruru 2,,,ST(W),,TDP,F,MPTC
Gudisipalli Ganganna,O.D.Cheruvu,2014,,Sunnampalli,,,SC,,TDP,M?,MPTC
Reddivaripalli Arunamma,O.D.Cheruvu,2014,,Thangedukunta,,,SC(W),,TDP,F,MPTC
Yeddula Indiramma,O.D.Cheruvu,2014,,Thippepalli,,,UR(W),,TDP,F,MPTC Vice President
Yarramaneni Sankar  Naidu,O.D.Cheruvu,2014,,Thummalakuntlapalli,,,UR,,TDP,M?,MPTC
Mallem Somusekhar,O.D.Cheruvu,2014,,Venkatapuram,,,BC,,YSRCP,M?,MPTC
Ramanjinamma,Pamidi,2014,,Devrapalli,,,SC(W),,TDP,F,MPTC
Gandi Kota Jaya Kumar,Pamidi,2014,,Eddulapalli,,,BC,,TDP,M?,MPTC
Nageswaramma,Pamidi,2014,,Edururu,,,UR,,TDP,M?,MPTC
Padmavathi,Pamidi,2014,,Gajarampalli,,,ST(W),,YSRCP,F,MPTC
Peramasani Lakshamma,Pamidi,2014,,Khadara Peta,,,UR,,TDP,M?,MPTC Vice President
Gurram Sumithramma,Pamidi,2014,,Palyam Thanda,,,UR,,TDP,M?,MPTC President
B.Rajini,Pamidi,2014,,Ramagiri,,,BC(W),,YSRCP,F,MPTC
Dasari Ramudu,Pamidi,2014,,Vankaraju Kaluva,,,BC,,TDP,M?,MPTC
S.Suvarnamma,Parigi,2014,,Beechiganipalli,,,UR(W),,IND,F,MPTC
Anjinamma,Parigi,2014,,Honnampalli,,,BC(W),,TDP,F,MPTC
M.Kristappa,Parigi,2014,,Kodigenahalli  1,,,UR,,TDP,M?,MPTC
A.Lakshminarayana,Parigi,2014,,Kodigenahalli  2,,,BC,,TDP,M?,MPTC
D.Venkataramana Swamy,Parigi,2014,,Kodigenahalli  3,,,UR,,TDP,M?,MPTC
P.Sathyanarayana,Parigi,2014,,Kodigenahalli  4,,,BC,,TDP,M?,MPTC President
N.Kumar,Parigi,2014,,Moda  1,,,UR,,TDP,M?,MPTC
B.Gopi,Parigi,2014,,Moda  2,,,SC,,TDP,M?,MPTC
C.Aruna,Parigi,2014,,Moda  3,,,SC(W),,YSRCP,F,MPTC
M.Shilpa,Parigi,2014,,P.Narasapuram,,,BC(W),,TDP,F,MPTC
V.Chowdappa,Parigi,2014,,Parigi  1,,,BC,,TDP,M?,MPTC Vice President
K.Parvathamma,Parigi,2014,,Parigi  2,,,UR(W),,TDP,F,MPTC
U.G.Sreenivasulu,Parigi,2014,,Sasanakota,,,UR,,TDP,M?,MPTC
E.Rathnamma,Parigi,2014,,Seegipalli,,,BC(W),,TDP,F,MPTC
G.Anitha,Parigi,2014,,Sreerangarajupalli  1,,,SC(W),,TDP,F,MPTC
K.Nagamma,Parigi,2014,,Sreerangarajupalli 2,,,UR(W),,TDP,F,MPTC
S.N.Rama Lakshmamma,Parigi,2014,,Utakur,,,UR(W),,TDP,F,MPTC
Badiginchala. Nagarathnamma,Peddapappur,2014,,Ammalladinne,,,BC(W),,TDP,F,MPTC
Diddekunta Narayanappa,Peddapappur,2014,,Chinnayakkalur,,,BC,,YSRCP,M?,MPTC
Asadu. Chinnakatamaiah,Peddapappur,2014,,Jutur,,,SC,,TDP,M?,MPTC
Rodda Suneetha,Peddapappur,2014,,Muchukota,,,BC(W),,YSRCP,F,MPTC
Peddakotla Subadramma,Peddapappur,2014,,Narasapuram,,,UR,,TDP,M?,MPTC President
Gorthi Sreenivasulu,Peddapappur,2014,,Pasalur,,,UR,,TDP,M?,MPTC Vice President
Pulicherla Somaraju,Peddapappur,2014,,Peddapappur,,,UR,,TDP,M?,MPTC
Lodugureddy Aruna,Peddapappur,2014,,Peddayakkalur,,,UR(W),,YSRCP,F,MPTC
Lingutla Padmavathi,Peddapappur,2014,,Somanapalli,,,UR(W),,TDP,F,MPTC
K.Adilakshmi,Peddapappur,2014,,Tabjula,,,SC(W),,TDP,F,MPTC
Lakshminarayana,Peddavadugur,2014,,Appecherla,,,BC,,TDP,M?,MPTC Vice President
K. Girappa,Peddavadugur,2014,,Chitrachedu,,,SC,,TDP,M?,MPTC
Makireddy Mohan Reddy,Peddavadugur,2014,,Dimmagudi,,,UR,,YSRCP,M?,MPTC
Mudiyam Muthyala Reddy,Peddavadugur,2014,,Gooty Anantapuramu,,,UR,,YSRCP,M?,MPTC
R. Bhargavi,Peddavadugur,2014,,Kristipadu 2,,,UR(W),,YSRCP,F,MPTC
G. Ramadevi,Peddavadugur,2014,,Kristipadu 3,,,SC(W),,YSRCP,F,MPTC
A. Varalakshmi,Peddavadugur,2014,,Lakshumpalli,,,BC(W),,YSRCP,F,MPTC
G. Prabhavathi,Peddavadugur,2014,,Medimakulapalli,,,UR(W),,YSRCP,F,MPTC
E. Eramma,Peddavadugur,2014,,Peddavadugur 1,,,BC(W),,YSRCP,F,MPTC
Talari Lakshminarayana,Peddavadugur,2014,,Peddavadugur 2,,,BC,,TDP,M?,MPTC
K. Leelavathi,Peddavadugur,2014,,Penakalapadu,,,UR,,TDP,M?,MPTC President
Y. Nageswaramma,Peddavadugur,2014,,Ravuludiki,,,UR(W),,YSRCP,F,MPTC
K.Devamma,Peddavadugur,2014,,Virupapuram,,,UR(W),,TDP,F,MPTC
J.Ramamohan Reddy,Penukonda,2014,,Duddebanda,,,UR,,YSRCP,M?,MPTC
G.Yashodamma,Penukonda,2014,,Guttur,,,UR(W),,TDP,F,MPTC President
B.Anitha,Penukonda,2014,,Konapuram,,,UR(W),,YSRCP,F,MPTC
H.Naagamma,Penukonda,2014,,Kurubavandlapalli,,,SC(W),,TDP,F,MPTC
M.Jayamma,Penukonda,2014,,Mavatur,,,UR(W),,TDP,F,MPTC
V.Nagappa,Penukonda,2014,,Munimadugu,,,SC,,YSRCP,M?,MPTC
P.Hanumantha Reddy,Penukonda,2014,,Nagalur,,,UR,,TDP,M?,MPTC
G.Ajai Kumar Reddy,Penukonda,2014,,Penukonda 1,,,UR,,YSRCP,M?,MPTC
D.M.D. Umar Farooq,Penukonda,2014,,Penukonda 2,,,BC,,YSRCP,M?,MPTC
A.Rahamthulla,Penukonda,2014,,Penukonda 3,,,BC,,YSRCP,M?,MPTC
P.Shahanaz,Penukonda,2014,,Penukonda 4,,,UR,,YSRCP,M?,MPTC
G.Murali Mohan,Penukonda,2014,,Penukonda 5,,,UR,,YSRCP,M?,MPTC
M.Ramanamma,Penukonda,2014,,Penukonda 6,,,BC,,TDP,M?,MPTC
Ramanjinamma,Penukonda,2014,,Rampuram,,,ST(W),,TDP,F,MPTC
D.Ciddaiah,Penukonda,2014,,Settipalli,,,UR,,TDP,M?,MPTC Vice President
B.Joythi Jagannath,Penukonda,2014,,Venkatareddypalli,,,UR(W),,TDP,F,MPTC
Yallamma,Putlur,2014,,Arakatavemula,,,SC(W),,TDP,F,MPTC
Gangadevipalli Munemma,Putlur,2014,,Doseledu,,,BC(W),,TDP,F,MPTC
Motati Jayasree,Putlur,2014,,Kadavakallu,,,UR(W),,TDP,F,MPTC
Chavva Polirerddy,Putlur,2014,,Komatikunla,,,UR,,YSRCP,M?,MPTC
V.Nadipiramanjaneyulu,Putlur,2014,,Kummanamala,,,SC,,YSRCP,M?,MPTC
Yarragolla Eswaramma,Putlur,2014,,Maddipalli,,,BC(W),,YSRCP,F,MPTC
Bhumireddy Sunitha,Putlur,2014,,Putlur,,,UR,,YSRCP,M?,MPTC
Kummetha Sujatha,Putlur,2014,,S.Vengannapalli,,,UR,,TDP,M?,MPTC President
Bhajantri Subbarayudu,Putlur,2014,,Sanagalguduru,,,BC,,IND,M?,MPTC Vice President
Madineni Anuradha,Putlur,2014,,Surepalli,,,UR(W),,TDP,F,MPTC
Pidapa Swrswathi,Putlur,2014,,Yellutla,,,UR(W),,YSRCP,F,MPTC
Y.Kalpana,Puttaparthi,2014,,Amagondapalem,,,UR(W),,TDP,F,MPTC
M.Suseela,Puttaparthi,2014,,Cherlopalli,,,ST(W),,YSRCP,F,MPTC
A.Kamalamma,Puttaparthi,2014,,Jagarajupalli,,,UR,,TDP,M?,MPTC
H.Lakshmi Devi,Puttaparthi,2014,,Nidimamidi,,,SC(W),,TDP,F,MPTC
A.Usha Rani,Puttaparthi,2014,,Pedapalli 1,,,UR(W),,YSRCP,F,MPTC
M.Bommaiah,Puttaparthi,2014,,Pedapalli 2,,,BC,,TDP,M?,MPTC Vice President
Namburi Rangappa,Puttaparthi,2014,,Rachuvaripalli,,,UR,,TDP,M?,MPTC
R.Ramadevi,Puttaparthi,2014,,Vengalammacheruvu,,,UR,,TDP,M?,MPTC President
Anjaneyulu,Ramagiri,2014,,Ganthimarri,,,UR,,TDP,M?,MPTC
Baavakka,Ramagiri,2014,,Kondapuramu,,,SC(W),,YSRCP,F,MPTC
Mallela Vani,Ramagiri,2014,,Kuntimaddi,,,BC(W),,YSRCP,F,MPTC
Golla Ramanjanamma,Ramagiri,2014,,M.C.Palli,,,BC(W),,TDP,F,MPTC
Ramanjaneyulu,Ramagiri,2014,,Madapuramu,,,BC,,TDP,M?,MPTC
Kuraba Naga Ratnamma,Ramagiri,2014,,Nasanakota,,,UR(W),,TDP,F,MPTC
B.G.Anjaneyulu,Ramagiri,2014,,Peruru 1,,,UR,,TDP,M?,MPTC President
S.Syamala,Ramagiri,2014,,Peruru 2,,,UR(W),,TDP,F,MPTC
M.Nagaraju,Ramagiri,2014,,Polepalli,,,SC,,TDP,M?,MPTC
Parandhama,Ramagiri,2014,,Ramagiri,,,BC,,TDP,M?,MPTC Vice President
Vanam Naganjinamma,Rapthadu,2014,,Bommeparthy,,,BC(W),,YSRCP,F,MPTC
S.Sainatha Naidu,Rapthadu,2014,,Gondireddypalli,,,UR,,TDP,M?,MPTC
Y.Anjineyulu,Rapthadu,2014,,Hampapuram,,,SC,,TDP,M?,MPTC
D.V.Prasad,Rapthadu,2014,,M.Bandameedapalli,,,UR,,TDP,M?,MPTC President
Kapadam Naganna,Rapthadu,2014,,M.Cherlopalli,,,UR,,YSRCP,M?,MPTC
G.Lakshmidevi,Rapthadu,2014,,Marur,,,UR(W),,TDP,F,MPTC
Bandi Ramankathamma,Rapthadu,2014,,Palacherla,,,BC(W),,YSRCP,F,MPTC
Velpula Lakshmi,Rapthadu,2014,,Prasannayapalli 1,,,UR(W),,YSRCP,F,MPTC
Bhumireddy Radha,Rapthadu,2014,,Prasannayapalli 2,,,UR(W),,YSRCP,F,MPTC
G.Parandhama,Rapthadu,2014,,Rapthadu,,,BC,,TDP,M?,MPTC Vice President
M.Kullayamma,Rapthadu,2014,,Yerragunta,,,SC(W),,TDP,F,MPTC
Kummari Purushotham,Rayadurg,2014,,Udegolam,,,UR,,TDP,M?,MPTC
H.Eswaramma,Rayadurg,2014,,Avuladatla,,,SC,,YSRCP,M?,MPTC
G.Ramanjineyulu,Rayadurg,2014,,Baginayanakahalli,,,BC,,TDP,M?,MPTC
Konthanapalli Yerramma,Rayadurg,2014,,Bondanakal,,,BC(W),,TDP,F,MPTC
Ananthamma,Rayadurg,2014,,D.Kondapuramu,,,BC(W),,YSRCP,F,MPTC Vice President
M.Suresh,Rayadurg,2014,,Junjurampalli,,,BC,,YSRCP,M?,MPTC
Ramesh Babu,Rayadurg,2014,,Kenchanapalli,,,UR,,TDP,M?,MPTC
S.Mothibai,Rayadurg,2014,,Mechiri,,,ST(W),,YSRCP,F,MPTC
N.Thimmakka,Rayadurg,2014,,Nagireddypalli,,,BC(W),,TDP,F,MPTC
Lakshmi,Rayadurg,2014,,Pallepalli,,,SC(W),,YSRCP,F,MPTC
Bharathi,Rayadurg,2014,,T.Veerapuramu,,,UR(W),,YSRCP,F,MPTC President
Kuruba Bheemappa,Rayadurg,2014,,Vadrahonnur,,,BC,,YSRCP,M?,MPTC
B.Parvathamma,Roddam,2014,,Cholemarri,,,UR(W),,TDP,F,MPTC
A.Nirmala,Roddam,2014,,Dodagatta,,,UR(W),,TDP,F,MPTC
Dalavatam Anasuyamma,Roddam,2014,,Kalipi,,,UR(W),,TDP,F,MPTC
Nagaraju,Roddam,2014,,Kambalapalli,,,UR,,TDP,M?,MPTC
Narasamma,Roddam,2014,,M.Kothapalli,,,SC(W),,TDP,F,MPTC
C.Sriramappa,Roddam,2014,,Nalluru,,,UR,,TDP,M?,MPTC
Sivamma,Roddam,2014,,Narnagepalli,,,SC(W),,TDP,F,MPTC
D.Anjinamma,Roddam,2014,,Peddamanthuru,,,BC(W),,TDP,F,MPTC President
H.Padma,Roddam,2014,,R.Locherla,,,BC,,TDP,M?,MPTC
Kanthamma,Roddam,2014,,Reddipalli,,,BC(W),,TDP,F,MPTC
A.Narayanappa,Roddam,2014,,Roddam  1,,,UR,,TDP,M?,MPTC
G.Narayanappa,Roddam,2014,,Roddam 2,,,SC,,TDP,M?,MPTC
U.Narsimhulu,Roddam,2014,,Roddam 3,,,UR,,TDP,M?,MPTC Vice President
K.V.Muthyalamma,Roddam,2014,,Sanipalli,,,UR(W),,TDP,F,MPTC
Kamalamma,Roddam,2014,,Thurakalapatnam,,,UR,,TDP,M?,MPTC
Hanumakka,Rolla,2014,,Bg Halli,,,SC(W),,TDP,F,MPTC
Girijamma,Rolla,2014,,Dodderi,,,BC(W),,TDP,F,MPTC
H.Aswathareddy,Rolla,2014,,Guddugurki,,,BC,,YSRCP,M?,MPTC
H.Sivanna,Rolla,2014,,Hottebetta,,,SC,,YSRCP,M?,MPTC
Ml.Lakshmidevamma,Rolla,2014,,Hulikunta,,,UR(W),,YSRCP,F,MPTC
L Nagaraju,Rolla,2014,,Kaki,,,UR,,TDP,M?,MPTC
B.Siddagangamma,Rolla,2014,,M Rayapuramu,,,UR,,TDP,M?,MPTC Vice President
C Radha,Rolla,2014,,Mallinamadugu,,,UR(W),,TDP,F,MPTC
Krishnappa,Rolla,2014,,Rathnagiri,,,UR,,TDP,M?,MPTC President
Ts Nagarathna,Rolla,2014,,Rolla 1,,,BC(W),,TDP,F,MPTC
Rathnamma,Rolla,2014,,Rolla 2,,,UR(W),,TDP,F,MPTC
Harijana Ramappa,Settur,2014,,Bachehalli,,,SC,,TDP,M?,MPTC
Pujari Mahadevamma,Settur,2014,,Cherlopalli,,,UR(W),,IND,F,MPTC
Harijana Sarojamma,Settur,2014,,Chinnampalli,,,SC(W),,TDP,F,MPTC
Kuruba Jayamma,Settur,2014,,Chintharlapalli,,,BC(W),,TDP,F,MPTC
Kolimi Guruswamy,Settur,2014,,Kanukuru,,,BC,,TDP,M?,MPTC
Golla Thimmakka,Settur,2014,,Lakshmampalli,,,UR(W),,TDP,F,MPTC
Kataru Thippareddy,Settur,2014,,Makodiki,,,UR,,TDP,M?,MPTC
Talari Bommaiah,Settur,2014,,Mulakaledu,,,UR,,TDP,M?,MPTC Vice President
Amaravathi Maanasa,Settur,2014,,Perugupalyam,,,BC(W),,TDP,F,MPTC President
B.Nagaraju,Settur,2014,,Settur,,,UR,,TDP,M?,MPTC
Golla Kristappa,Settur,2014,,Thippanapalli,,,BC,,TDP,M?,MPTC
Dalavai Jayamma,Settur,2014,,Yatakallu,,,UR(W),,TDP,F,MPTC
Ankannagari Sunitha,Singanamala,2014,,Akuledu,,,SC,,TDP,M?,MPTC
C.Bhagyalakshmi,Singanamala,2014,,Chakrayapeta,,,UR,,TDP,M?,MPTC
P.Subbanna,Singanamala,2014,,Kallumadi,,,BC,,TDP,M?,MPTC
T. Lakshminarayanamma,Singanamala,2014,,Peravali,,,BC(W),,TDP,F,MPTC Vice President
Sattireddy Amrutha,Singanamala,2014,,Rachepalli,,,UR(W),,TDP,F,MPTC President
Agraharam Indravathi,Singanamala,2014,,Salakamcheruvu,,,UR,,TDP,M?,MPTC
Chinnamekala Rajeswari,Singanamala,2014,,Singanamala  1,,,SC(W),,TDP,F,MPTC
Kullayappa,Singanamala,2014,,Singanamala  2,,,BC,,TDP,M?,MPTC
V.Lakshmidevi,Singanamala,2014,,Sodanapalli,,,UR(W),,TDP,F,MPTC
Erikala Gangamma,Singanamala,2014,,Tarimela,,,ST(W),,TDP,F,MPTC
A.Anasuyamma,Singanamala,2014,,Ullikallu,,,UR,,YSRCP,M?,MPTC
Nagalakshmamma,Singanamala,2014,,West Narasapuram,,,SC(W),,TDP,F,MPTC
H.Shyamalamma,Somandepalli,2014,,Brahmasamudram,,,SC(W),,TDP,F,MPTC
D.Rathnamma,Somandepalli,2014,,Chalakur,,,UR(W),,TDP,F,MPTC
M.Suvarna,Somandepalli,2014,,Challapalli,,,UR(W),,TDP,F,MPTC Vice President
Gangadharappa,Somandepalli,2014,,Gudipalli,,,UR,,TDP,M?,MPTC
Eswaramma,Somandepalli,2014,,Kethaganicheruvu,,,UR(W),,TDP,F,MPTC
Appaiahgari Ramanjaneyulu,Somandepalli,2014,,Magecheruvu,,,UR,,TDP,M?,MPTC
U.Anjaneyulu,Somandepalli,2014,,Mandli,,,BC,,TDP,M?,MPTC
Uppara Nirmala,Somandepalli,2014,,Pandiparthi,,,BC(W),,TDP,F,MPTC
V.Sreeramulu,Somandepalli,2014,,Somandepalli.I,,,UR,,TDP,M?,MPTC
D.Vara Lakshmi,Somandepalli,2014,,Somandepalli.Ii,,,BC,,TDP,M?,MPTC President
G.Prabhakar,Somandepalli,2014,,Somandepalli.Iii,,,UR,,TDP,M?,MPTC
Uppara Susheelamma,Somandepalli,2014,,Somandepalli.Iv,,,BC(W),,TDP,F,MPTC
M.Kristappa,Somandepalli,2014,,Somandepalli.V,,,SC,,TDP,M?,MPTC
N. Eswaramma,Somandepalli,2014,,Thungodu,,,BC(W),,YSRCP,F,MPTC
Saddala Kalpana,Tadimarri,2014,,Atmakur,,,BC(W),,YSRCP,F,MPTC
