year,electedas,name,party,segment,mandal,area,ward,age,community,edu,electioncat,occupation,sex,tot,votes
2001,MPTC,Surendra Reddy,TDP,,Chilamathur,Chilamathur 2,,,,,,,,,
2001,MPTC,B Hanumantha Reddy,INC,,Chilamathur,Settipalli,,,,,,,,,
2001,MPTC,V Gangappa,TDP,,Chilamathur,Demakethepalli,,,,,,,,,
2001,MPTC,M R Murali,INC,,Chilamathur,Kodikonda,,,,,,,,,
2001,MPTC,Tunkara Palli Parameswarappa,INC,,D.Hirehal,Muradi,,,,,,,,,
2001,MPTC,Kenjala Hanumakka,TDP,,D.Hirehal,Nagalapuram,,,,,,,,,
2001,MPTC,Karepparu Raju,TDP,,D.Hirehal,Obulapuram,,,,,,,,,
2001,MPTC,Thurpanti Hanumanthappa,TDP,,D.Hirehal,Madanahalli,,,,,,,,,
2001,MPTC,Chinna Siruvallappa,INC,,D.Hirehal,Kadalur,,,,,,,,,
2001,MPTC,Nara Adilakshmi,TDP,,D.Hirehal,M Hanumapuram,,,,,,,,,
2001,MPTC President,Pushpavathi,TDP,,D.Hirehal,D Hirehal,,,,,,,,,
2001,MPTC,Vara Lakshmi,INC,,D.Hirehal,Kadlur,,,,,,,,,
2001,MPTC,Marri Basappa,TDP,,D.Hirehal,Pulakurthi,,,,,,,,,
2001,MPTC,V.Balajinaik,INC,,Dharmavaram,Elukuntla,,,,,,,,,
2001,MPTC,Adilaxmi,INC,,Dharmavaram,Darsimala,,,,,,,,,
2001,MPTC,R Srinivasulu,TDP,,Dharmavaram,Mallakalva,,,,,,,,,
2001,MPTC,Ganduluri Rajamma,TDP,,Dharmavaram,Gotlur 1,,,,,,,,,
2001,MPTC,Chelimi Sanjappa,TDP,,Dharmavaram,Chigicherla,,,,,,,,,
2001,MPTC,Mala Gundla Gurappa,TDP,,Dharmavaram,Regatipalli,,,,,,,,,
2001,MPTC,Thalari Pakkirappa,INC,,Dharmavaram,Kunuthur,,,,,,,,,
2001,MPTC,Krishnamma,INC,,Dharmavaram,Thummala,,,,,,,,,
2001,MPTC,T.Narasimha Reddy,TDP,,Dharmavaram,Ravulacheruvu,,,,,,,,,
2001,MPTC President,Sake Maddileti,TDP,,Dharmavaram,Pothulanagepalli,,,,,,,,,
2001,MPTC,Matteddula Obi Reddi,BJP,,Dharmavaram,Gotlur 2,,,,,,,,,
2001,MPTC,Buke Laxmi Narayana Naik,INC,,Gandlapenta,Chamalagondi,,,,,,,,,
2001,MPTC,Manchipakula Narsimulu,TDP,,Gandlapenta,Somayajulapalli,,,,,,,,,
2001,MPTC,Bosetti Padmavathamma,INC,,Gandlapenta,Katarupalli,,,,,,,,,
2001,MPTC,Kutagulla Badharvali,TDP,,Gandlapenta,Gandlapenta,,,,,,,,,
2001,MPTC,Goddu Velagala Mamatha,TDP,,Gandlapenta,Godduvellagala,,,,,,,,,
2001,MPTC,C Kondaiah,TDP,,Gandlapenta,Malameedapalli,,,,,,,,,
2001,MPTC President,Appireddy Padmaja,TDP,,Gandlapenta,Veparalla,,,,,,,,,
2001,MPTC,Kondalammela Nagamma,TDP,,Garladinne,Kallur 1,,,,,,,,,
2001,MPTC,S Chithambari,TDP,,Garladinne,Muntimadugu,,,,,,,,,
2001,MPTC,Jaggala Kanthamma,TDP,,Garladinne,Kallur 2,,,,,,,,,
2001,MPTC,Ramanjaneyulu,TDP,,Garladinne,Illur,,,,,,,,,
2001,MPTC,Chekkala Naganna,INC,,Garladinne,Marthadu,,,,,,,,,
2001,MPTC,Thadimari Nagalaxmi,INC,,Garladinne,Kotanka,,,,,,,,,
2001,MPTC,Y Sridevi,TDP,,Garladinne,Budedu,,,,,,,,,
2001,MPTC,Penukonda Narayana,INC,,Garladinne,Penakacherla,,,,,,,,,
2001,MPTC,J Anil Kumar Reddy,INC,,Garladinne,Yerraguntla,,,,,,,,,
2001,MPTC,Molakathala Sudhakar Reddy,INC,,Garladinne,Garladinne,,,,,,,,,
2001,MPTC President,T Pradeep Reddy,TDP,,Garladinne,Kanampalli,,,,,,,,,
2001,MPTC,Raghulapadu Raghunandana Reddy,INC,,Garladinne,Kamalapuram,,,,,,,,,
2001,MPTC,Pannarsu  Kadirappa,TDP,,Gooty,Yerragudi,,,,,,,,,
2001,MPTC,Pogula Anjali,IND,,Gooty,Chetnepalli 4,,,,,,,,,
2001,MPTC,Ramachandra,INC,,Gooty,Bethapalli,,,,,,,,,
2001,MPTC,Suripogula Veeranna,INC,,Gooty,Gooty 3,,,,,,,,,
2001,MPTC,Nadipi Ramakrishnamma,CPM,,Gooty,Bastarapalli,,,,,,,,,
2001,MPTC,Pothula Renuka,TDP,,Gooty,Abbedoddi,,,,,,,,,
2001,MPTC,Majjiga Anjineyulu,IND,,Gooty,Thurakapalli,,,,,,,,,
2001,MPTC,Yampalaku Rajanna,INC,,Gooty,Jakkalacheruvu,,,,,,,,,
2001,MPTC,Suddala Ramachandradu,INC,,Gooty,Thondapadu,,,,,,,,,
2001,MPTC,E Chandragiri Haridasu,IND,,Gooty,Chetnepalli 3,,,,,,,,,
2001,MPTC,Boya Krishnaveni,INC,,Gooty,Gooty 1,,,,,,,,,
2001,MPTC,Lakshimathamma,INC,,Gooty,Gooty 2,,,,,,,,,
2001,MPTC,Mandla Ramanjinamma,IND,,Gooty,Chetnepalli 1,,,,,,,,,
2001,MPTC,E Ramakrishna,TDP,,Gooty,Ubicherla,,,,,,,,,
2001,MPTC,Sreepathinaidu S,TDP,,Gooty,Karidikonda,,,,,,,,,
2001,MPTC,Thapila Venkatesulu Naidu,TDP,,Gooty,Peddoddi,,,,,,,,,
2001,MPTC President,Kona Muralidhar Reddy,INC,,Gooty,Gooty 4,,,,,,,,,
2001,MPTC,Khaja Mainoddin,TDP,,Gooty,Gooty 5,,,,,,,,,
2001,MPTC,Beldar Sreeramulu,INC,,Gooty,Gooty 6,,,,,,,,,
2001,MPTC,Bommireddy Jayakrishna Reddy,TDP,,Gooty,Chetnepalli 2,,,,,,,,,
2001,MPTC,Savithri Bai,TDP,,Gorantla,Vanavolu 1,,,,,,,,,
2001,MPTC,Pala Jayaram Naik,INC,,Gorantla,Mandalapalli 1,,,,,,,,,
2001,MPTC,B Hanumakka,TDP,,Gorantla,Palasamudram,,,,,,,,,
2001,MPTC,M Kristappa,TDP,,Gorantla,Gorantla 4,,,,,,,,,
2001,MPTC,Sankara Konda Venkata Narsamma,TDP,,Gorantla,Kondapuram,,,,,,,,,
2001,MPTC,Edagoti Nanjamma,TDP,,Gorantla,Reddicheruvupalli,,,,,,,,,
2001,MPTC,Venkataramappa,INC,,Gorantla,Budili,,,,,,,,,
2001,MPTC,Gorla Nagabhushnam,TDP,,Gorantla,Gownivaripalli,,,,,,,,,
2001,MPTC,V Narayanappa,TDP,,Gorantla,Mallepalli,,,,,,,,,
2001,MPTC,Sugunamma,TDP,,Gorantla,Gangampalli,,,,,,,,,
2001,MPTC,Sundaramma,TDP,,Gorantla,Vodigepalli,,,,,,,,,
2001,MPTC President,E Renuka Devi,TDP,,Gorantla,Gorantla 1,,,,,,,,,
2001,MPTC,P Govindamma,TDP,,Gorantla,Gorantla 2,,,,,,,,,
2001,MPTC,H Allabaksh,TDP,,Gorantla,Gorantla 3,,,,,,,,,
2001,MPTC,C Rajagopal Reddy,TDP,,Gorantla,Kommavariapalli,,,,,,,,,
2001,MPTC,Mallaballi Suseelamma,TDP,,Gorantla,Puleru,,,,,,,,,
2001,MPTC,Jampula Venugopal,TDP,,Gorantla,Vanavolu 2,,,,,,,,,
2001,MPTC,Seenappa,TDP,,Gorantla,Mandalapalli 2,,,,,,,,,
2001,MPTC,B H Geetha,INC,,Gudibanda,Rallapalli 1,,,,,,,,,
2001,MPTC President,Narsimhappa,INC,,Gudibanda,Rallapalli 2,,,,,,,,,
2001,MPTC,Narsaiah,INC,,Gudibanda,Muthukur,,,,,,,,,
2001,MPTC,Nagamma,INC,,Gudibanda,Jambulabanda,,,,,,,,,
2001,MPTC,Akumalla Raju,INC,,Gudibanda,Gudibanda 1,,,,,,,,,
2001,MPTC,B Muddanna,TDP,,Gudibanda,Morubagal 2,,,,,,,,,
2001,MPTC,Bashappa,INC,,Gudibanda,Gunemorubagal,,,,,,,,,
2001,MPTC,Chinna Laxmamma,INC,,Gudibanda,Karikera,,,,,,,,,
2001,MPTC,Basagari  Nagamma,INC,,Gudibanda,K Nagepalli,,,,,,,,,
2001,MPTC,D Manjunath,INC,,Gudibanda,Gudibanda 2,,,,,,,,,
2001,MPTC,K Purushotam,TDP,,Gudibanda,Morubagal 1,,,,,,,,,
2001,MPTC,Sulappa,INC,,Gudibanda,Mandalapalli,,,,,,,,,
2001,MPTC,Erranna,INC,,Gudibanda,Konkallu,,,,,,,,,
2001,MPTC,Marekka,INC,,Gummagatta,Tallakera 2,,,,,,,,,
2001,MPTC,Harijana Mareppa,INC,,Gummagatta,Kalugodu 2,,,,,,,,,
2001,MPTC,Obamma,INC,,Gummagatta,Gummagatla,,,,,,,,,
2001,MPTC,B.Yellappa,INC,,Gummagatta,Tallakera  1,,,,,,,,,
2001,MPTC,Govindappa,TDP,,Gummagatta,Bhupasamudram,,,,,,,,,
2001,MPTC,Matham Hanumanthappa,INC,,Gummagatta,Belodu,,,,,,,,,
2001,MPTC,Golla Kechamma,INC,,Gummagatta,Pulakunta,,,,,,,,,
2001,MPTC,Bali Reddi,INC,,Gummagatta,Kalugodu 1,,,,,,,,,
2001,MPTC President,Raghava Reddi,INC,,Gummagatta,Galagala,,,,,,,,,
2001,MPTC,Thppe Rudrappa,INC,,Gummagatta,Gollapalli,,,,,,,,,
2001,MPTC,S Govindamma,INC,,Guntakal,Nelagonda,,,,,,,,,
2001,MPTC,M Nettikallu,TDP,,Guntakal,Kasapuram,,,,,,,,,
2001,MPTC,Sunkamma,TDP,,Guntakal,Konaganapalli,,,,,,,,,
2001,MPTC,B T Mastanappa,TDP,,Guntakal,Y T Cheruvu,,,,,,,,,
2001,MPTC President,J Jithendra Gowd,TDP,,Guntakal,Nakkanadoddi,,,,,,,,,
2001,MPTC,Gorava Pedda Mallesu,INC,,Guntakal,Gurrampadu,,,,,,,,,
2001,MPTC,Thota Lakshmi Devi,TDP,,Guntakal,Gundala,,,,,,,,,
2001,MPTC,B Sarala,TDP,,Guntakal,G Kottala,,,,,,,,,
2001,MPTC,K Naga Raju,TDP,,Guntakal,P K Cheruvu,,,,,,,,,
2001,MPTC,G Adi Narayana,INC,,Guntakal,Nagasamudram,,,,,,,,,
2001,MPTC,G Krishtanna,TDP,,Guntakal,Ayyavaripalli,,,,,,,,,
2001,MPTC,Parvathamma,INC,,Hindupur,Kirikera  1,,,,,,,,,
2001,MPTC,Thippanna,TDP,,Hindupur,Chalivendla,,,,,,,,,
2001,MPTC,B B Narsimhappa,BJP,,Hindupur,Gollapuram,,,,,,,,,
2001,MPTC,Sarojamma,INC,,Hindupur,Kirikera 2,,,,,,,,,
2001,MPTC,B. Naganna,TDP,,Hindupur,Kaggallu,,,,,,,,,
2001,MPTC,Govindappa,TDP,,Hindupur,Beerepalli,,,,,,,,,
2001,MPTC,T Sunitha,INC,,Hindupur,Malgur,,,,,,,,,
2001,MPTC,Padmavathi,TDP,,Hindupur,Katipi,,,,,,,,,
2001,MPTC,K Sri Ramireddy,INC,,Hindupur,Beevinahalli,,,,,,,,,
2001,MPTC,Chinna Reddy,TDP,,Hindupur,Dalampalli,,,,,,,,,
2001,MPTC President,K H Nanjunda Reddy,INC,,Hindupur,Chowluru,,,,,,,,,
2001,MPTC,C Pedda Rajappa,INC,,Hindupur,Santhebidanur,,,,,,,,,
2001,MPTC,Eshwar Naik S,TDP,,Kadiri,Yerradoddi,,,,,,,,,
2001,MPTC,Maripe Narsimulu,INC,,Kadiri,Kalasamudram,,,,,,,,,
2001,MPTC,Muthanna Uthamma,INC,,Kadiri,Chalamakuntlapalli,,,,,,,,,
2001,MPTC,Burusu Laxmi Narayana,INC,,Kadiri,Patnam,,,,,,,,,
2001,MPTC,Boggiti Narsamma,INC,,Kadiri,K Brahmanapalli,,,,,,,,,
2001,MPTC,Bitra Ramalaxmamma,TDP,,Kadiri,Kadiri Rural,,,,,,,,,
2001,MPTC,Bogginti Nagamani,INC,,Kadiri,Eguvapalli,,,,,,,,,
2001,MPTC President,Mude Ramana Naik,TDP,,Kadiri,Mutyalacheruvu,,,,,,,,,
2001,MPTC,Sugalichatri Naik,INC,,Kalyandurg,Manirevu,,,,,,,,,
2001,MPTC,Haridana Hanumakka,IND,,Kalyandurg,Ontimiddi,,,,,,,,,
2001,MPTC,Harijanaramanna,TDP,,Kalyandurg,Garudapuram,,,,,,,,,
2001,MPTC,H.Ramanjuneyulu,INC,,Kalyandurg,Palavai,,,,,,,,,
2001,MPTC,Laxmidevamma,INC,,Kalyandurg,Kalyandugr 1,,,,,,,,,
2001,MPTC,Vadde Anjanamma,INC,,Kalyandurg,Kalyandurg 3,,,,,,,,,
2001,MPTC,Badenna B,TDP,,Kalyandurg,Golla,,,,,,,,,
2001,MPTC,S.Gopal,INC,,Kalyandurg,Mudigallu,,,,,,,,,
2001,MPTC,Hanumanthappa,INC,,Kalyandurg,Chapiri,,,,,,,,,
2001,MPTC,Venkatamma,INC,,Kalyandurg,Duradakunta,,,,,,,,,
2001,MPTC,S.Sujatha,INC,,Kalyandurg,Thimasamudram,,,,,,,,,
2001,MPTC,Nallabothula Ammanamma,TDP,,Kalyandurg,Dodagatta,,,,,,,,,
2001,MPTC President,T.Vannurswamy,INC,,Kalyandurg,Kalyandurg 2,,,,,,,,,
2001,MPTC,Amanullah,INC,,Kalyandurg,Kalyandurg 4,,,,,,,,,
2001,MPTC,K.Gopinath,INC,,Kalyandurg,Kalyandurg 5,,,,,,,,,
2001,MPTC,Laxmi Narayana B,INC,,Kalyandurg,Kalyandurg 6,,,,,,,,,
2001,MPTC,G.L.Harikrishna,TDP,,Kalyandurg,East Kodipally,,,,,,,,,
2001,MPTC,Bhtari Akkanna,INC,,Kalyandurg,Muddinayanipalli,,,,,,,,,
2001,MPTC,Kolakannur Thippe Swamy,TDP,,Kalyandurg,Hilukallu,,,,,,,,,
2001,MPTC,K Ganagadhara,INC,,Kambadur,Kambadur 3,,,,,,,,,
2001,MPTC,S Lakshmi Kanthamma,TDP,,Kambadur,Ralla Ananthapuram,,,,,,,,,
2001,MPTC President,Naga Lakshmi,IND,,Kambadur,Karthanaparthi,,,,,,,,,
2001,MPTC,A Nagamma,TDP,,Kambadur,Kambadur 1,,,,,,,,,
2001,MPTC,Ramanjinamma,INC,,Kambadur,Pallur,,,,,,,,,
2001,MPTC,B Akkulappa,INC,,Kambadur,Nuthimadugu,,,,,,,,,
2001,MPTC,K Kodeppa,INC,,Kambadur,Thimmapuram,,,,,,,,,
2001,MPTC,Aruna Kumari,TDP,,Kambadur,Chennampalli,,,,,,,,,
2001,MPTC,P Govinda Reddy,INC,,Kambadur,Mulakanur,,,,,,,,,
2001,MPTC,K Narasimhulu,TDP,,Kambadur,Kurakulapalli,,,,,,,,,
2001,MPTC,G Sree Ramulu,TDP,,Kambadur,Kambadur 2,,,,,,,,,
2001,MPTC,H Maruthamma,TDP,,Kanaganapalli,Muthavakuntla,,,,,,,,,
2001,MPTC,Mallesu,IND,,Kanaganapalli,Kondapuram,,,,,,,,,
2001,MPTC,Golla Narayanamma,TDP,,Kanaganapalli,Yellakuntla,,,,,,,,,
2001,MPTC,Thumucherla B Madhavappa,TDP,,Kanaganapalli,Thumucherla,,,,,,,,,
2001,MPTC,Balavenkatamma,TDP,,Kanaganapalli,Bhanukota,,,,,,,,,
2001,MPTC,Valamasi Papanna,TDP,,Kanaganapalli,Kanaganapalli,,,,,,,,,
2001,MPTC,M Varlakshmi,TDP,,Kanaganapalli,Konetinayanipalyam,,,,,,,,,
2001,MPTC,B Prabhakar,TDP,,Kanaganapalli,Thogarakunta,,,,,,,,,
2001,MPTC President,Dontireddigari Bavireddy,TDP,,Kanaganapalli,Dadalur,,,,,,,,,
2001,MPTC,Venkatapathi,TDP,,Kanaganapalli,Mukthapuram,,,,,,,,,
2001,MPTC,Laxmakka,TDP,,Kanekal,Kanekal 4,,,,,,,,,
2001,MPTC,H Anajaneyulu,TDP,,Kanekal,Rachumarri,,,,,,,,,
2001,MPTC,B Laxmi,TDP,,Kanekal,Brahmasamudram,,,,,,,,,
2001,MPTC,K Laxmi Devi,TDP,,Kanekal,Kanekal 3,,,,,,,,,
2001,MPTC,Boya Yerriswamy,TDP,,Kanekal,Bennikal,,,,,,,,,
2001,MPTC,Bheemappa,INC,,Kanekal,Hulikera,,,,,,,,,
2001,MPTC,Valem Hanumathappa,TDP,,Kanekal,Thumbiganur,,,,,,,,,
2001,MPTC President,S K Parvathi,TDP,,Kanekal,Hanakanahal,,,,,,,,,
2001,MPTC,Aleri Vijaya Laxmi,INC,,Kanekal,N Hanumapuram,,,,,,,,,
2001,MPTC,P Shviarami Reddy,INC,,Kanekal,Ganigera,,,,,,,,,
2001,MPTC,P Basavanna Goud,INC,,Kanekal,Malyam,,,,,,,,,
2001,MPTC,P Sanjeevi Reddy,TDP,,Kanekal,Yerragunta,,,,,,,,,
2001,MPTC,Sarvasetti Raghavendra Gupta,TDP,,Kanekal,Kanekal 1,,,,,,,,,
2001,MPTC,Shek Pathimabee,TDP,,Kanekal,Kanekal 2,,,,,,,,,
2001,MPTC,Harijana Pedda Narasimhulu,TDP,,Kothacheruvu,Kothacheruvu 1,,,,,,,,,
2001,MPTC,Asha Bee D,TDP,,Kothacheruvu,Pothulakunta,,,,,,,,,
2001,MPTC,Neeru Ganti Venkatesu,TDP,,Kothacheruvu,Byrampuram,,,,,,,,,
2001,MPTC,Kammara Akkulappa,TDP,,Kothacheruvu,Kesapuram,,,,,,,,,
2001,MPTC,Maneri Umadevi,INC,,Kothacheruvu,Kodapaganipalli,,,,,,,,,
2001,MPTC President,Salakka Gari Vani,TDP,,Kothacheruvu,Kothacheruvu 2,,,,,,,,,
2001,MPTC,Venkataramudu,IND,,Kothacheruvu,Bandlapalli,,,,,,,,,
2001,MPTC,M Bhasakara Reddy,INC,,Kothacheruvu,Talamarla,,,,,,,,,
2001,MPTC,Chandrappagari Bairavudu,TDP,,Kothacheruvu,Iragampalli,,,,,,,,,
2001,MPTC,P V Gari Krishnaveni,TDP,,Kothacheruvu,Kothacheruvu 3,,,,,,,,,
2001,MPTC,Korise Srinivasulu,IND,,Kudair,Marutla,,,,,,,,,
2001,MPTC,Harijana Obulamma,TDP,,Kudair,Gotukur,,,,,,,,,
2001,MPTC,H Sanganna,INC,,Kudair,Kudair,,,,,,,,,
2001,MPTC,Ramalaxmamma,TDP,,Kudair,Udiripikonda,,,,,,,,,
2001,MPTC,N Bhashu,INC,,Kudair,Ipperu,,,,,,,,,
2001,MPTC,K Srinivasulu,INC,,Kudair,Korrakodu,,,,,,,,,
2001,MPTC,K Ratnamma,INC,,Kudair,P Narayanapuram,,,,,,,,,
2001,MPTC,Ponnupati Meri Nirmalamma,INC,,Kudair,Thimmapuram,,,,,,,,,
2001,MPTC,G Ramanjanamma,TDP,,Kudair,Cholasamudram,,,,,,,,,
2001,MPTC,Durgamma,INC,,Kundurpi,Kariganipalli,,,,,,,,,
2001,MPTC,K.Ramadasu,TDP,,Kundurpi,Kundurpi 1,,,,,,,,,
2001,MPTC,Saradamma,TDP,,Kundurpi,Enumuladoddi,,,,,,,,,
2001,MPTC,Obulapthi,CPI,,Kundurpi,Jambugumpala,,,,,,,,,
2001,MPTC,Mukku Hanumaiah,TDP,,Kundurpi,Malayanur,,,,,,,,,
2001,MPTC,Siva Ligaiah,CPI,,Kundurpi,Thumkunta,,,,,,,,,
2001,MPTC,P.Premakka,INC,,Kundurpi,Besthavaripalli,,,,,,,,,
2001,MPTC,K.Laxmidevi,INC,,Kundurpi,Basapuram,,,,,,,,,
2001,MPTC,Narayana Reddi,TDP,,Kundurpi,Nijavalli,,,,,,,,,
2001,MPTC,Ganisab,INC,,Kundurpi,Appilepalli,,,,,,,,,
2001,MPTC President,P.Girija,CPI,,Kundurpi,Kundurpi 2,,,,,,,,,
2001,MPTC,Narasamma,TDP,,Lepakshi,Konduru,,,,,,,,,
2001,MPTC,V Adinarayanappa,INC,,Lepakshi,Lepakshi 1,,,,,,,,,
2001,MPTC,K Lakshmi Narasamma,IND,,Lepakshi,Manepalli,,,,,,,,,
2001,MPTC,M Mallanna,INC,,Lepakshi,Lepakshi 2,,,,,,,,,
2001,MPTC President,Venkatesulu,TDP,,Lepakshi,Cholasamudram,,,,,,,,,
2001,MPTC,T Anjamamma,TDP,,Lepakshi,Pulamathi,,,,,,,,,
2001,MPTC,Lakshmamma,TDP,,Lepakshi,Kodipalli,,,,,,,,,
2001,MPTC,Nagaraju,TDP,,Lepakshi,Kanchisamudram,,,,,,,,,
2001,MPTC,T Venkatesh,TDP,,Lepakshi,Sirivaram,,,,,,,,,
2001,MPTC,R Pyara Jan,INC,,Lepakshi,Mydugolam,,,,,,,,,
2001,MPTC,Mallikarjuna,TDP,,Lepakshi,Kallur,,,,,,,,,
2001,MPTC,Hanuma Naik,INC,,Madakasira,Melavoy 2,,,,,,,,,
2001,MPTC,Krishna Venamma,TDP,,Madakasira,R Ananthapuram,,,,,,,,,
2001,MPTC,Vetti Hanumanthappa,INC,,Madakasira,Govindapuram,,,,,,,,,
2001,MPTC,Raghu Ramappa,INC,,Madakasira,Madakasira 2,,,,,,,,,
2001,MPTC,Gopalappa K,TDP,,Madakasira,Haresamudram,,,,,,,,,
2001,MPTC,Laxmi Narsamma,INC,,Madakasira,Chandakacherla,,,,,,,,,
2001,MPTC,Anjinamma,INC,,Madakasira,Gowdanahalli,,,,,,,,,
2001,MPTC,Giri,TDP,,Madakasira,Amidaladongi,,,,,,,,,
2001,MPTC,Ramanjappa,INC,,Madakasira,Manur,,,,,,,,,
2001,MPTC,C Chikka Ramappa,INC,,Madakasira,Madakasira 6,,,,,,,,,
2001,MPTC,Junjanna,TDP,,Madakasira,Madakasira 1,,,,,,,,,
2001,MPTC,Ratnamma,INC,,Madakasira,Bullasamudram,,,,,,,,,
2001,MPTC,Putha Nigamma,TDP,,Madakasira,Y B Halli,,,,,,,,,
2001,MPTC,Sunandamma,TDP,,Madakasira,Kallumarri,,,,,,,,,
2001,MPTC,Laxmi Reddy,INC,,Madakasira,C Kodigepalli,,,,,,,,,
2001,MPTC,S Fayaz,TDP,,Madakasira,Madakasira 3,,,,,,,,,
2001,MPTC President,K Laxmi Narsappa,TDP,,Madakasira,Madakasira 4,,,,,,,,,
2001,MPTC,K Prabhakara Rao,TDP,,Madakasira,Melavoy 1,,,,,,,,,
2001,MPTC,T Venkatesulu,TDP,,Madakasira,Madakasira 5,,,,,,,,,
2001,MPTC,T Chowli Bai,INC,,Mudigubba,Kondaguttapalli,,,,,,,,,
2001,MPTC,Bukasa Shankara Naik,INC,,Mudigubba,Dorigallu,,,,,,,,,
2001,MPTC,Konduru Anjinamma,INC,,Mudigubba,Malakavemula,,,,,,,,,
2001,MPTC,Kolala Pedda Venkatramuldu,INC,,Mudigubba,Jonnalakothapalli,,,,,,,,,
2001,MPTC,M Eswaramma,INC,,Mudigubba,D C Revu,,,,,,,,,
2001,MPTC,Derangula Gangadevi,INC,,Mudigubba,Mallepalli,,,,,,,,,
2001,MPTC,Poratam Tiruppalu,INC,,Mudigubba,Chinnakotla,,,,,,,,,
2001,MPTC,Neeru Gattu Raghu Ramaiah,INC,,Mudigubba,Kodavandlapalli,,,,,,,,,
2001,MPTC,Goddumari Chinabayanna,INC,,Mudigubba,Sankepalli,,,,,,,,,
2001,MPTC,Annamaneni Prameelamma,TDP,,Mudigubba,Mudigubba 2,,,,,,,,,
2001,MPTC,Somala Rangamma,IND,,Mudigubba,Mudigubba 3,,,,,,,,,
2001,MPTC President,D Srinivasa Reddy,INC,,Mudigubba,Marithadu,,,,,,,,,
2001,MPTC,B.Vengamuni Choudary,TDP,,Mudigubba,Mudigubba 1,,,,,,,,,
2001,MPTC,B.China Appaswamy,TDP,,Mudigubba,Mukthapuram,,,,,,,,,
2001,MPTC,Anamaneni Prabhakaranaidu,TDP,,Mudigubba,Mangalamadaka,,,,,,,,,
2001,MPTC,T.Venkataramana,INC,,N.P.Kunta,N P Kunta,,,,,,,,,
2001,MPTC,Pamishetti Alivelamma,TDP,,N.P.Kunta,East Nadimipalli,,,,,,,,,
2001,MPTC,Gadikatla Samireddi,TDP,,N.P.Kunta,P Kothapalli,,,,,,,,,
2001,MPTC President,C M G  Venkatasubbamma,TDP,,N.P.Kunta,Daniyanicheruvu,,,,,,,,,
2001,MPTC,E.Nagamma,TDP,,N.P.Kunta,Marrikommadinne,,,,,,,,,
2001,MPTC,V.Eswara Reddi,TDP,,N.P.Kunta,Velichelamala,,,,,,,,,
2001,MPTC,Chitikineni Ramanjulu,INC,,N.P.Kunta,Pedaballi,,,,,,,,,
2001,MPTC,E Venkatanarayana,TDP,,N.P.Kunta,Edurudona,,,,,,,,,
2001,MPTC,Kommu Srinivasulu,INC,,Nallacheruvu,Ubicherla,,,,,,,,,
2001,MPTC,Parkala Vijaya Gouri,INC,,Nallacheruvu,Nallacheruvu 1,,,,,,,,,
2001,MPTC President,Devala Vemmaiah,INC,,Nallacheruvu,Nallacheruvu 2,,,,,,,,,
2001,MPTC,Chekka Uttamma,INC,,Nallacheruvu,K Poolakunta,,,,,,,,,
2001,MPTC,Kurukuru Prameelamma,TDP,,Nallacheruvu,Oruvai,,,,,,,,,
2001,MPTC,Kurukuru Niranjana Reddy,INC,,Nallacheruvu,P Kothapalli,,,,,,,,,
2001,MPTC,Gandipalli Nagabhushna Reddy,TDP,,Nallacheruvu,Thavalamarri,,,,,,,,,
2001,MPTC,Nallabothu Nagabhushana,TDP,,Nallacheruvu,Talamarlavandlapalli,,,,,,,,,
2001,MPTC,D Kulli Naik,INC,,Nallamada,Nallamada 2,,,,,,,,,
2001,MPTC,Boppala Sri Ramulu,INC,,Nallamada,Donnikota,,,,,,,,,
2001,MPTC,Nunna Sivamma,INC,,Nallamada,Kurumala,,,,,,,,,
2001,MPTC President,Agisam Pratap,INC,,Nallamada,Gopepalli,,,,,,,,,
2001,MPTC,Kothakota Nagappa,INC,,Nallamada,Charupalli,,,,,,,,,
2001,MPTC,T Laxmi Devamma,INC,,Nallamada,Pulagampalli,,,,,,,,,
2001,MPTC,Agisam Varalaxmamma,INC,,Nallamada,Enumulavaripalli / Pathabathal,,,,,,,,,
2001,MPTC,S Shakunthalamma,TDP,,Nallamada,Vellamaddi,,,,,,,,,
2001,MPTC,M Venkataramanappa,TDP,,Nallamada,Nallamada 1,,,,,,,,,
2001,MPTC,Thalamarla Venkataramana,TDP,,Nallamada,Reddipalli,,,,,,,,,
2001,MPTC,A Kullai Reddy,TDP,,Nallamada,Vankarakunta,,,,,,,,,
2001,MPTC,Pedda Lakshmi,INC,,Narpala,Narpala 2,,,,,,,,,
2001,MPTC,Barika Peddanna,INC,,Narpala,H Sodanapalli,,,,,,,,,
2001,MPTC,Lakshmi Devi,TDP,,Narpala,Venkatampalli,,,,,,,,,
2001,MPTC,Venkataramudu,TDP,,Narpala,Nadimidoddi,,,,,,,,,
2001,MPTC,Narappa,INC,,Narpala,Chamalur,,,,,,,,,
2001,MPTC,Alam Chennappa Naidu,TDP,,Narpala,Bondalawada,,,,,,,,,
2001,MPTC,Venkatalakshmamma,INC,,Narpala,Duggumarri,,,,,,,,,
2001,MPTC,P Sivalakshmamma,TDP,,Narpala,Narpala 3,,,,,,,,,
2001,MPTC,Gavireddy  Lakshminarayanamma,TDP,,Narpala,Bandalapalli,,,,,,,,,
2001,MPTC,N Sadasivanaidu,TDP,,Narpala,B Papur,,,,,,,,,
