name,mandal,year,age,area,community,cooptmember,edu,electioncat,occupation,party,pparty,president,sex,vp,vpparty
Venkataramudu,Kothacheruvu,2001,,Bandlapalli,,,,,,IND,,,,,
M Bhasakara Reddy,Kothacheruvu,2001,,Talamarla,,,,,,INC,,,,,
Chandrappagari Bairavudu,Kothacheruvu,2001,,Iragampalli,,,,,,TDP,,,,,
P V Gari Krishnaveni,Kothacheruvu,2001,,Kothacheruvu 3,,,,,,TDP,,,,,
Korise Srinivasulu,Kudair,2001,,Marutla,,,,,,IND,,,,,
Harijana Obulamma,Kudair,2001,,Gotukur,,,,,,TDP,,,,,
H Sanganna,Kudair,2001,,Kudair,,,,,,INC,,,,,
Ramalaxmamma,Kudair,2001,,Udiripikonda,,,,,,TDP,,,,,
N Bhashu,Kudair,2001,,Ipperu,,,,,,INC,,,,,
K Srinivasulu,Kudair,2001,,Korrakodu,,,,,,INC,,,,,
K Ratnamma,Kudair,2001,,P Narayanapuram,,,,,,INC,,,,,
Ponnupati Meri Nirmalamma,Kudair,2001,,Thimmapuram,,,,,,INC,,,,,
G Ramanjanamma,Kudair,2001,,Cholasamudram,,,,,,TDP,,,,,
Durgamma,Kundurpi,2001,,Kariganipalli,,,,,,INC,,,,,
K.Ramadasu,Kundurpi,2001,,Kundurpi 1,,,,,,TDP,,,,,
Saradamma,Kundurpi,2001,,Enumuladoddi,,,,,,TDP,,,,,
Obulapthi,Kundurpi,2001,,Jambugumpala,,,,,,CPI,,,,,
Mukku Hanumaiah,Kundurpi,2001,,Malayanur,,,,,,TDP,,,,,
Siva Ligaiah,Kundurpi,2001,,Thumkunta,,,,,,CPI,,,,,
P.Premakka,Kundurpi,2001,,Besthavaripalli,,,,,,INC,,,,,
K.Laxmidevi,Kundurpi,2001,,Basapuram,,,,,,INC,,,,,
Narayana Reddi,Kundurpi,2001,,Nijavalli,,,,,,TDP,,,,,
Ganisab,Kundurpi,2001,,Appilepalli,,,,,,INC,,,,,
P.Girija,Kundurpi,2001,,Kundurpi 2,,,,,,CPI,,,,,
Narasamma,Lepakshi,2001,,Konduru,,,,,,TDP,,,,,
V Adinarayanappa,Lepakshi,2001,,Lepakshi 1,,,,,,INC,,,,,
K Lakshmi Narasamma,Lepakshi,2001,,Manepalli,,,,,,IND,,,,,
M Mallanna,Lepakshi,2001,,Lepakshi 2,,,,,,INC,,,,,
Venkatesulu,Lepakshi,2001,,Cholasamudram,,,,,,TDP,,,,,
T Anjamamma,Lepakshi,2001,,Pulamathi,,,,,,TDP,,,,,
Lakshmamma,Lepakshi,2001,,Kodipalli,,,,,,TDP,,,,,
Nagaraju,Lepakshi,2001,,Kanchisamudram,,,,,,TDP,,,,,
T Venkatesh,Lepakshi,2001,,Sirivaram,,,,,,TDP,,,,,
R Pyara Jan,Lepakshi,2001,,Mydugolam,,,,,,INC,,,,,
Mallikarjuna,Lepakshi,2001,,Kallur,,,,,,TDP,,,,,
Hanuma Naik,Madakasira,2001,,Melavoy 2,,,,,,INC,,,,,
Krishna Venamma,Madakasira,2001,,R Ananthapuram,,,,,,TDP,,,,,
Vetti Hanumanthappa,Madakasira,2001,,Govindapuram,,,,,,INC,,,,,
Raghu Ramappa,Madakasira,2001,,Madakasira 2,,,,,,INC,,,,,
Gopalappa K,Madakasira,2001,,Haresamudram,,,,,,TDP,,,,,
Laxmi Narsamma,Madakasira,2001,,Chandakacherla,,,,,,INC,,,,,
Anjinamma,Madakasira,2001,,Gowdanahalli,,,,,,INC,,,,,
Giri,Madakasira,2001,,Amidaladongi,,,,,,TDP,,,,,
Ramanjappa,Madakasira,2001,,Manur,,,,,,INC,,,,,
C Chikka Ramappa,Madakasira,2001,,Madakasira 6,,,,,,INC,,,,,
Junjanna,Madakasira,2001,,Madakasira 1,,,,,,TDP,,,,,
Ratnamma,Madakasira,2001,,Bullasamudram,,,,,,INC,,,,,
Putha Nigamma,Madakasira,2001,,Y B Halli,,,,,,TDP,,,,,
Sunandamma,Madakasira,2001,,Kallumarri,,,,,,TDP,,,,,
Laxmi Reddy,Madakasira,2001,,C Kodigepalli,,,,,,INC,,,,,
S Fayaz,Madakasira,2001,,Madakasira 3,,,,,,TDP,,,,,
K Laxmi Narsappa,Madakasira,2001,,Madakasira 4,,,,,,TDP,,,,,
K Prabhakara Rao,Madakasira,2001,,Melavoy 1,,,,,,TDP,,,,,
T Venkatesulu,Madakasira,2001,,Madakasira 5,,,,,,TDP,,,,,
T Chowli Bai,Mudigubba,2001,,Kondaguttapalli,,,,,,INC,,,,,
Bukasa Shankara Naik,Mudigubba,2001,,Dorigallu,,,,,,INC,,,,,
Konduru Anjinamma,Mudigubba,2001,,Malakavemula,,,,,,INC,,,,,
Kolala Pedda Venkatramuldu,Mudigubba,2001,,Jonnalakothapalli,,,,,,INC,,,,,
M Eswaramma,Mudigubba,2001,,D C Revu,,,,,,INC,,,,,
Derangula Gangadevi,Mudigubba,2001,,Mallepalli,,,,,,INC,,,,,
Poratam Tiruppalu,Mudigubba,2001,,Chinnakotla,,,,,,INC,,,,,
Neeru Gattu Raghu Ramaiah,Mudigubba,2001,,Kodavandlapalli,,,,,,INC,,,,,
Goddumari Chinabayanna,Mudigubba,2001,,Sankepalli,,,,,,INC,,,,,
Annamaneni Prameelamma,Mudigubba,2001,,Mudigubba 2,,,,,,TDP,,,,,
Somala Rangamma,Mudigubba,2001,,Mudigubba 3,,,,,,IND,,,,,
D Srinivasa Reddy,Mudigubba,2001,,Marithadu,,,,,,INC,,,,,
B.Vengamuni Choudary,Mudigubba,2001,,Mudigubba 1,,,,,,TDP,,,,,
B.China Appaswamy,Mudigubba,2001,,Mukthapuram,,,,,,TDP,,,,,
Anamaneni Prabhakaranaidu,Mudigubba,2001,,Mangalamadaka,,,,,,TDP,,,,,
T.Venkataramana,N.P.Kunta,2001,,N P Kunta,,,,,,INC,,,,,
Pamishetti Alivelamma,N.P.Kunta,2001,,East Nadimipalli,,,,,,TDP,,,,,
Gadikatla Samireddi,N.P.Kunta,2001,,P Kothapalli,,,,,,TDP,,,,,
C M G  Venkatasubbamma,N.P.Kunta,2001,,Daniyanicheruvu,,,,,,TDP,,,,,
E.Nagamma,N.P.Kunta,2001,,Marrikommadinne,,,,,,TDP,,,,,
V.Eswara Reddi,N.P.Kunta,2001,,Velichelamala,,,,,,TDP,,,,,
Chitikineni Ramanjulu,N.P.Kunta,2001,,Pedaballi,,,,,,INC,,,,,
E Venkatanarayana,N.P.Kunta,2001,,Edurudona,,,,,,TDP,,,,,
Kommu Srinivasulu,Nallacheruvu,2001,,Ubicherla,,,,,,INC,,,,,
Parkala Vijaya Gouri,Nallacheruvu,2001,,Nallacheruvu 1,,,,,,INC,,,,,
Devala Vemmaiah,Nallacheruvu,2001,,Nallacheruvu 2,,,,,,INC,,,,,
Chekka Uttamma,Nallacheruvu,2001,,K Poolakunta,,,,,,INC,,,,,
Kurukuru Prameelamma,Nallacheruvu,2001,,Oruvai,,,,,,TDP,,,,,
Kurukuru Niranjana Reddy,Nallacheruvu,2001,,P Kothapalli,,,,,,INC,,,,,
Gandipalli Nagabhushna Reddy,Nallacheruvu,2001,,Thavalamarri,,,,,,TDP,,,,,
Nallabothu Nagabhushana,Nallacheruvu,2001,,Talamarlavandlapalli,,,,,,TDP,,,,,
D Kulli Naik,Nallamada,2001,,Nallamada 2,,,,,,INC,,,,,
Boppala Sri Ramulu,Nallamada,2001,,Donnikota,,,,,,INC,,,,,
Nunna Sivamma,Nallamada,2001,,Kurumala,,,,,,INC,,,,,
Agisam Pratap,Nallamada,2001,,Gopepalli,,,,,,INC,,,,,
Kothakota Nagappa,Nallamada,2001,,Charupalli,,,,,,INC,,,,,
T Laxmi Devamma,Nallamada,2001,,Pulagampalli,,,,,,INC,,,,,
Agisam Varalaxmamma,Nallamada,2001,,Enumulavaripalli / Pathabathal,,,,,,INC,,,,,
S Shakunthalamma,Nallamada,2001,,Vellamaddi,,,,,,TDP,,,,,
M Venkataramanappa,Nallamada,2001,,Nallamada 1,,,,,,TDP,,,,,
Thalamarla Venkataramana,Nallamada,2001,,Reddipalli,,,,,,TDP,,,,,
A Kullai Reddy,Nallamada,2001,,Vankarakunta,,,,,,TDP,,,,,
Pedda Lakshmi,Narpala,2001,,Narpala 2,,,,,,INC,,,,,
Barika Peddanna,Narpala,2001,,H Sodanapalli,,,,,,INC,,,,,
Lakshmi Devi,Narpala,2001,,Venkatampalli,,,,,,TDP,,,,,
Venkataramudu,Narpala,2001,,Nadimidoddi,,,,,,TDP,,,,,
Narappa,Narpala,2001,,Chamalur,,,,,,INC,,,,,
Alam Chennappa Naidu,Narpala,2001,,Bondalawada,,,,,,TDP,,,,,
Venkatalakshmamma,Narpala,2001,,Duggumarri,,,,,,INC,,,,,
P Sivalakshmamma,Narpala,2001,,Narpala 3,,,,,,TDP,,,,,
Gavireddy  Lakshminarayanamma,Narpala,2001,,Bandalapalli,,,,,,TDP,,,,,
N Sadasivanaidu,Narpala,2001,,B Papur,,,,,,TDP,,,,,
Anthapu Sreeramireddy,Narpala,2001,,Ganganapalli,,,,,,INC,,,,,
Nallapati Umapathi,Narpala,2001,,Gugudu,,,,,,TDP,,,,,
N Satyanarayana Reddy,Narpala,2001,,Narpala 1,,,,,,INC,,,,,
Kire Naik,O.D.Cheruvu,2001,,Kondakamarla  1,,,,,,TDP,,,,,
Kanakanti Ullakka,O.D.Cheruvu,2001,,T Kuntlapalli,,,,,,TDP,,,,,
Yarla Chinnamma,O.D.Cheruvu,2001,,Inagalur,,,,,,CPI,,,,,
Malmakula Gurramma,O.D.Cheruvu,2001,,Chintamanipalli,,,,,,INC,,,,,
Komiri Muneppa,O.D.Cheruvu,2001,,Allapalli,,,,,,INC,,,,,
Devarabai Laxmi Narayana,O.D.Cheruvu,2001,,Kondakamarla 2,,,,,,INC,,,,,
Beedireddy Saralamma,O.D.Cheruvu,2001,,Thangedukunta,,,,,,TDP,,,,,
Bollapalli Ramakrishnamma,O.D.Cheruvu,2001,,Venkatapuram,,,,,,TDP,,,,,
Nirmalamma,O.D.Cheruvu,2001,,Daburuvaripalli,,,,,,INC,,,,,
Malaka Aswartha Reddy,O.D.Cheruvu,2001,,Sunnampalli,,,,,,INC,,,,,
Akuthotha Vasundara,O.D.Cheruvu,2001,,O D Cheruvu,,,,,,INC,,,,,
Shaik Hyder Vali,O.D.Cheruvu,2001,,Mittiapalli,,,,,,INC,,,,,
Untla Raghunath Reddy,O.D.Cheruvu,2001,,Thippepalli,,,,,,TDP,,,,,
Badri Naik,Pamidi,2001,,Palyam,,,,,,INC,,,,,
Ramajinamma,Pamidi,2001,,Yeddulapalli,,,,,,INC,,,,,
Harijanamadlapeda Sunkanna,Pamidi,2001,,Khaderpeta,,,,,,TDP,,,,,
Jangam Laxmi Devi,Pamidi,2001,,Gajarampalli,,,,,,INC,,,,,
T Parwathi Bai,Pamidi,2001,,Pamidi 12,,,,,,INC,,,,,
Javalakera Jaganatharao,Pamidi,2001,,Pamidi 9,,,,,,BJP,,,,,
Thunga Nagappa,Pamidi,2001,,Ramagiri,,,,,,INC,,,,,
B Guru Das,Pamidi,2001,,Venkarajukalva,,,,,,TDP,,,,,
Laxmi Devi,Pamidi,2001,,G Kottala,,,,,,TDP,,,,,
B Sulochanamma,Pamidi,2001,,Pamidi 13,,,,,,INC,,,,,
Yaparla Ranga Reddy,Pamidi,2001,,Ramarajupalli,,,,,,INC,,,,,
N V S Vasundhara Devi,Pamidi,2001,,Pamidi 10,,,,,,INC,,,,,
B Srinivas Reddy,Pamidi,2001,,Pamidi 11,,,,,,TDP,,,,,
Laxmi Devamma,Parigi,2001,,Parigi Iii,,,,,,INC,,,,,
T Govindappa,Parigi,2001,,Parigi Ii,,,,,,INC,,,,,
Pujanna,Parigi,2001,,Moda  I,,,,,,INC,,,,,
Rajeswari,Parigi,2001,,Seegipally,,,,,,TDP,,,,,
G Ashvathappa,Parigi,2001,,Utakur,,,,,,TDP,,,,,
Venkampalli Srinivasulu,Parigi,2001,,Kodigenahalli  1,,,,,,INC,,,,,
Nagarthnamma,Parigi,2001,,Narsapuram,,,,,,TDP,,,,,
R Indiramma,Parigi,2001,,Sasanakota,,,,,,TDP,,,,,
Jayamma,Parigi,2001,,Sirekolam,,,,,,IND,,,,,
B Babi Reddy,Parigi,2001,,Beechiganipally,,,,,,TDP,,,,,
P Venkata Reddy,Parigi,2001,,Parigi I,,,,,,INC,,,,,
Ashwarthanarayana,Parigi,2001,,Moda Ii,,,,,,TDP,,,,,
C B Ravindra,Parigi,2001,,Kodiganahalli Ii,,,,,,INC,,,,,
T Nagarathna,Peddapappur,2001,,Muchukota,,,,,,INC,,,,,
Chinna Pullaiah,Peddapappur,2001,,Peddayekkalur,,,,,,INC,,,,,
Kondamla Sarojam,Peddapappur,2001,,Peddapappur,,,,,,TDP,,,,,
N Narayana Swamy,Peddapappur,2001,,K Narasapuram,,,,,,INC,,,,,
Punja Subbaiah,Peddapappur,2001,,Kummetha,,,,,,TDP,,,,,
U Runminamma,Peddapappur,2001,,Ammalladinne,,,,,,INC,,,,,
K Sai Mohan,Peddapappur,2001,,Somanapalli,,,,,,INC,,,,,
G Chinna Obulesu Reddy,Peddapappur,2001,,Thabjila,,,,,,TDP,,,,,
J C Chintharanjan Reddy,Peddapappur,2001,,Jutur,,,,,,TDP,,,,,
H Lakshmi Narayanamma,Peddavadugur,2001,,Penakalapadu,,,,,,TDP,,,,,
R Yellappa,Peddavadugur,2001,,Peddavadugur,,,,,,CPI,,,,,
Pothula Kamalamma,Peddavadugur,2001,,Virupapuram,,,,,,TDP,,,,,
B Peddaranganna,Peddavadugur,2001,,Chitrachedu,,,,,,INC,,,,,
Kuruba Subbanna,Peddavadugur,2001,,Kristipadu,,,,,,INC,,,,,
Smt P Noorjahan,Peddavadugur,2001,,Medimakulapalli,,,,,,TDP,,,,,
P Nageswaramma,Peddavadugur,2001,,Gooty-anantapur,,,,,,IND,,,,,
M Jayalakshmi,Peddavadugur,2001,,Mallenipalli,,,,,,TDP,,,,,
C Vijayabhaskar Reddy,Peddavadugur,2001,,Appecherla,,,,,,INC,,,,,
Smt M K Lakshmi Bai,Peddavadugur,2001,,Dimmagudi,,,,,,TDP,,,,,
Chittemreddy Rajasekhar Reddy,Peddavadugur,2001,,Ravuludiki,,,,,,TDP,,,,,
Subbe Naik,Penukonda,2001,,Nagalur,,,,,,TDP,,,,,
M P Muthyalamma,Penukonda,2001,,Venkatareddipalli,,,,,,TDP,,,,,
Ramanjanappa,Penukonda,2001,,Mavatur,,,,,,TDP,,,,,
Ediga Renukamma,Penukonda,2001,,Duddebanda,,,,,,TDP,,,,,
G B Murlidhar,Penukonda,2001,,Konapuram,,,,,,TDP,,,,,
B Meenakshamma,Penukonda,2001,,Penukonda 4,,,,,,TDP,,,,,
Talari Anjinappa,Penukonda,2001,,Settipalli,,,,,,INC,,,,,
G Alliveli,Penukonda,2001,,Penukonda 1,,,,,,TDP,,,,,
Yasodamma,Penukonda,2001,,Munimadugu,,,,,,TDP,,,,,
A Mahammd Khan,Penukonda,2001,,Penukonda 2,,,,,,TDP,,,,,
C N Sreedhar,Penukonda,2001,,Penukonda 3,,,,,,TDP,,,,,
K P Pushpalatha,Penukonda,2001,,Ramapuram,,,,,,TDP,,,,,
Manchineela Venkata Ramudu,Penukonda,2001,,Guttur,,,,,,TDP,,,,,
Katla Chinna Lakshmamma,Putlur,2001,,Charlopalli,,,,,,INC,,,,,
N Srinivasulu,Putlur,2001,,Guruguchinthalapalli,,,,,,INC,,,,,
Lakshmi Devi,Putlur,2001,,Kadavakallu,,,,,,INC,,,,,
T Kullayappa,Putlur,2001,,Surepalli,,,,,,TDP,,,,,
Beduduri Nagalakshmamma,Putlur,2001,,Kummanamala,,,,,,INC,,,,,
Pydipa Saraswathi,Putlur,2001,,Yellutla,,,,,,INC,,,,,
Bhumireddy Ramachandrareddy,Putlur,2001,,Putlur,,,,,,INC,,,,,
Ambati Venkataramanareddy,Putlur,2001,,Sanagalagudur,,,,,,INC,,,,,
Ambati Ramachandra Reddy,Putlur,2001,,S Vengannapalli,,,,,,TDP,,,,,
Kamburam Krishna Reddy,Putlur,2001,,Maddipalli,,,,,,INC,,,,,
P Srinivasulu Naik,Puttaparthi,2001,,Pedapalli,,,,,,TDP,,,,,
H Ganganna,Puttaparthi,2001,,Jagarajupalli,,,,,,INC,,,,,
Besta Laxmi Devamma,Puttaparthi,2001,,Nidimamidi,,,,,,TDP,,,,,
Murari Veera Narappa,Puttaparthi,2001,,Veengalammacheruvu,,,,,,TDP,,,,,
Kogiri Kesava,Puttaparthi,2001,,Enumulapalli,,,,,,INC,,,,,
Goduru Chennamma,Puttaparthi,2001,,Puttaparthi 2,,,,,,TDP,,,,,
K.Nagamani,Puttaparthi,2001,,Rachuvaripalli,,,,,,INC,,,,,
K P Ratnamma,Puttaparthi,2001,,Amagondapalyam,,,,,,TDP,,,,,
B.Bayyanna,Puttaparthi,2001,,Puttaparthi 1,,,,,,INC,,,,,
Pardhasarthi Reddi Beedupalli,Puttaparthi,2001,,Bramhanapalli,,,,,,INC,,,,,
Obula Reddibeedupalli,Puttaparthi,2001,,Beedupalli,,,,,,INC,,,,,
Manda Gangamma,Ramagiri,2001,,Peruru 1,,,,,,TDP,,,,,
Marenna,Ramagiri,2001,,Pereru 2,,,,,,TDP,,,,,
B Parvathi,Ramagiri,2001,,Ramagiri,,,,,,TDP,,,,,
Kotte Balanarasimhudu,Ramagiri,2001,,Kuntimaddi,,,,,,TDP,,,,,
B C Bommaiah,Ramagiri,2001,,Motor Chinthalapally,,,,,,TDP,,,,,
Suguna,Ramagiri,2001,,Naganakota,,,,,,TDP,,,,,
Bandaru Linganna,Ramagiri,2001,,Ganthimarri,,,,,,TDP,,,,,
K Varadappa,Ramagiri,2001,,Polepally,,,,,,TDP,,,,,
Peddanna,Rapthadu,2001,,Gondireddipalli,,,,,,INC,,,,,
A Nirmalamma,Rapthadu,2001,,Palacherla,,,,,,INC,,,,,
Chennamma,Rapthadu,2001,,Rapthadu,,,,,,INC,,,,,
D Yellamma,Rapthadu,2001,,Parasannayapalli,,,,,,INC,,,,,
Narayanamma,Rapthadu,2001,,Hampapuram,,,,,,INC,,,,,
Y Swarajalakshmi,Rapthadu,2001,,M Bandameedapalli,,,,,,INC,,,,,
G Krishna Reddy,Rapthadu,2001,,Gandlaparthi,,,,,,INC,,,,,
S Venkata Reddy,Rapthadu,2001,,Bommeparthi,,,,,,INC,,,,,
P Kadirappa,Rapthadu,2001,,Marur,,,,,,INC,,,,,
Anjinamma,Rayadurg,2001,,Gramadatla,,,,,,INC,,,,,
Bheemappa,Rayadurg,2001,,Mallapuram,,,,,,INC,,,,,
Suseelamma,Rayadurg,2001,,B N Halli,,,,,,TDP,,,,,
Kumaraswamy,Rayadurg,2001,,Junjurampalli,,,,,,INC,,,,,
K.Peddajandhara Naidu,Rayadurg,2001,,Veparalla,,,,,,INC,,,,,
Dokku Muthappa,Rayadurg,2001,,Chadam,,,,,,INC,,,,,
Kuruba Saraswathi,Rayadurg,2001,,Vadrahonnur,,,,,,INC,,,,,
G.Thippareddi,Rayadurg,2001,,Udegolam,,,,,,INC,,,,,
Erranna,Rayadurg,2001,,D-kondapuram,,,,,,TDP,,,,,
M Muthyalamma,Roddam,2001,,Cholemarri,,,,,,TDP,,,,,
G Anjaneyulu,Roddam,2001,,Thurakalapatnam,,,,,,TDP,,,,,
Gowni Padnavathamma,Roddam,2001,,Kogira,,,,,,INC,,,,,
K Chenna Kesavulu,Roddam,2001,,Roddam 2,,,,,,TDP,,,,,
S Subbarayappa,Roddam,2001,,Dodagatta,,,,,,TDP,,,,,
B Hanumanthaiah,Roddam,2001,,Nally,,,,,,INC,,,,,
G Tulasamma,Roddam,2001,,Peddamanthur,,,,,,TDP,,,,,
Vadla Rajamma,Roddam,2001,,R Locherla,,,,,,TDP,,,,,
Kithuru Ranganna,Roddam,2001,,M Kothapalli,,,,,,TDP,,,,,
P Chandra Mouli,Roddam,2001,,Roddam 1,,,,,,TDP,,,,,
D Srinivasulu,Roddam,2001,,Kalipi,,,,,,TDP,,,,,
U Chalapathi,Roddam,2001,,Naranagepalli,,,,,,TDP,,,,,
Gangamma,Rolla,2001,,Gudduguriki,,,,,,INC,,,,,
Latha,Rolla,2001,,Rolla 1,,,,,,INC,,,,,
Sakamma,Rolla,2001,,Rolla 2,,,,,,INC,,,,,
Eliyappa,Rolla,2001,,Ratnagiri,,,,,,INC,,,,,
Era Kammanna,Rolla,2001,,M Rayapuram,,,,,,INC,,,,,
Sivamma,Rolla,2001,,B G Halli 1,,,,,,INC,,,,,
H Rangaraju,Rolla,2001,,B G Halli 2,,,,,,INC,,,,,
Devaraju V,Rolla,2001,,Dodderi,,,,,,INC,,,,,
Ramappa,Rolla,2001,,Kaki,,,,,,INC,,,,,
Hanumakka,Settur,2001,,Cherlopalli,,,,,,INC,,,,,
K.Narayanappa,Settur,2001,,Settur,,,,,,INC,,,,,
Kariyamma,Settur,2001,,Chintarlapalli,,,,,,INC,,,,,
B.Ramabheemappa,Settur,2001,,Yatakal,,,,,,INC,,,,,
K.Ramachari,Settur,2001,,Lakshmampalli,,,,,,IND,,,,,
A.Narasamma,Settur,2001,,Mulakaledu 1,,,,,,CPI,,,,,
K.Satyavathi,Settur,2001,,Khyrevu,,,,,,INC,,,,,
Thalari Raja Sekhar,Settur,2001,,Bachehalli,,,,,,INC,,,,,
K.Athaulla,Settur,2001,,Mulakaledu 2,,,,,,INC,,,,,
Kondamma,Singanamala,2001,,Kallumadi,,,,,,BJP,,,,,
Adi Narayana,Singanamala,2001,,Ullikallu,,,,,,BJP,,,,,
Bedala Nagalaxmamma,Singanamala,2001,,Chakrayapeta,,,,,,INC,,,,,
Atte Pedda Hanumanthu,Singanamala,2001,,Sodanapalli,,,,,,TDP,,,,,
Mutyala Laxmi Narayana Reddy,Singanamala,2001,,Salakamcheruvu,,,,,,INC,,,,,
Kadagandla Ramakka,Singanamala,2001,,Rachupalli,,,,,,BJP,,,,,
Kasireddy Visalamma,Singanamala,2001,,Akuledu,,,,,,INC,,,,,
Tarimela Madhusudhana Reddy,Singanamala,2001,,Peravali,,,,,,INC,,,,,
Chakala Pedda Venkatesu,Singanamala,2001,,Singanamala,,,,,,TDP,,,,,
Gopinatha Reddy,Singanamala,2001,,Tarimala,,,,,,BJP,,,,,
D Krishna Reddy,Singanamala,2001,,Narsapuram(west),,,,,,TDP,,,,,
Nagaratnamma,Somandepalli,2001,,Chalakuru,,,,,,TDP,,,,,
A Anjaneyulu,Somandepalli,2001,,Challapalli,,,,,,TDP,,,,,
Vijayamma,Somandepalli,2001,,Nadimpalli,,,,,,TDP,,,,,
Giddaluru Varadappa,Somandepalli,2001,,Somandepalli 1,,,,,,TDP,,,,,
D R Fakruddin,Somandepalli,2001,,Magecheruvu,,,,,,TDP,,,,,
D Varalakshmi,Somandepalli,2001,,Naginayanicheruvu,,,,,,TDP,,,,,
Kurshid Bhanu,Somandepalli,2001,,Thungodu,,,,,,TDP,,,,,
K Narayana,Somandepalli,2001,,Somandepalli 2,,,,,,TDP,,,,,
Kuruba Gangappa,Somandepalli,2001,,Mandli,,,,,,TDP,,,,,
Venkatappa,Somandepalli,2001,,Gudipalli,,,,,,TDP,,,,,
Pakkirugalla Nagalakshmi,Tadimarri,2001,,Tadimarri,,,,,,INC,,,,,
J Yesayya,Tadimarri,2001,,Narasimpalli,,,,,,TDP,,,,,
Chilla Narayanamma,Tadimarri,2001,,Chillakondapalli,,,,,,INC,,,,,
S Kulyappa,Tadimarri,2001,,M Agraharam,,,,,,INC,,,,,
Gandla Sreeramulu,Tadimarri,2001,,Dadithota,,,,,,IND,,,,,
Martati Yengamma,Tadimarri,2001,,Pinnadari,,,,,,IND,,,,,
Vadi Gopal Reddy,Tadimarri,2001,,Kunukuntla,,,,,,INC,,,,,
Chimmili Ramanjaineylu,Tadimarri,2001,,C C Revu,,,,,,INC,,,,,
Pattal Chandrasekhara Reddy,Tadimarri,2001,,Peddakotla,,,,,,INC,,,,,
Arakatavemula Kullayamma,Tadipatri,2001,,Aluru,,,,,,TDP,,,,,
Narayana,Tadipatri,2001,,Bhogasamudram,,,,,,TDP,,,,,
Shirolla Narayanamma,Tadipatri,2001,,Sajjaladinne,,,,,,TDP,,,,,
Thirumala Nagabhushanam,Tadipatri,2001,,Chinnapolamada,,,,,,TDP,,,,,
Channa Rama Govindu,Tadipatri,2001,,Gannavaripalli,,,,,,TDP,,,,,
J Mahaboob Basha,Tadipatri,2001,,Brahmanapalli,,,,,,INC,,,,,
Sangati Lalithamma,Tadipatri,2001,,Diguvapalli,,,,,,INC,,,,,
Rama Devi,Tadipatri,2001,,Urichinthala,,,,,,IND,,,,,
Yarrappareddigari Sunki Reddy,Tadipatri,2001,,Bondaladinne,,,,,,INC,,,,,
Peddakotla Vasudeva Reddy,Tadipatri,2001,,Chukkalur,,,,,,INC,,,,,
G Ramakrishna Reddy,Tadipatri,2001,,Yerraguntapalli,,,,,,INC,,,,,
Indravath H Naik,Talupula,2001,,Edulakuntlapalli,,,,,,INC,,,,,
Udagala Ramachandara,Talupula,2001,,Kurli,,,,,,BJP,,,,,
Aluri Mushkinamma,Talupula,2001,,Vepamanipeta,,,,,,INC,,,,,
Satarla China Ganganna,Talupula,2001,,Udumulakurthi,,,,,,TDP,,,,,
Bathala Narayana,Talupula,2001,,Obulareddipalli,,,,,,TDP,,,,,
Koduru Vijayalaxmi,Talupula,2001,,Lakkasamudram,,,,,,TDP,,,,,
Parigisetti Venkatalaxmamma,Talupula,2001,,Peddannavaripalli,,,,,,TDP,,,,,
Gorla Prameelamma,Talupula,2001,,Nutanakalva,,,,,,TDP,,,,,
O.Sudhir Reddi,Talupula,2001,,Odulapalli,,,,,,TDP,,,,,
Eddula Gopal,Talupula,2001,,Talupula 1,,,,,,IND,,,,,
Thota Narayanareddi,Talupula,2001,,Talupula 2,,,,,,INC,,,,,
Bhuksa Seena Naik,Tanakal,2001,,Kotapalli,,,,,,INC,,,,,
Buddella Umadevi,Tanakal,2001,,Bonthalapalli,,,,,,INC,,,,,
B Pullolla Ravindra,Tanakal,2001,,Tanakal  Iii,,,,,,INC,,,,,
N Lakshmi Narasamma,Tanakal,2001,,Kokkanti Ii (rachanepalli),,,,,,TDP,,,,,
Srivelu Hasan Sab,Tanakal,2001,,Ethodu,,,,,,INC,,,,,
Korukuri Ramanappa,Tanakal,2001,,Tanakal I,,,,,,INC,,,,,
Beegala Nagamallappa,Tanakal,2001,,Cheekatimanipalli,,,,,,INC,,,,,
Yerrapalli Rajeshwaramma,Tanakal,2001,,Tavalam,,,,,,TDP,,,,,
D Pedda Lalithamma,Tanakal,2001,,K Mallireddipalli,,,,,,TDP,,,,,
Eddula Aswarthamma,Tanakal,2001,,Korthikota,,,,,,TDP,,,,,
Kadapala Narsimha Reddy,Tanakal,2001,,Tankal Ii,,,,,,INC,,,,,
Mude Sriramulu Naik,Tanakal,2001,,Ganenaik Thanda,,,,,,TDP,,,,,
Palavaru Chandra,Tanakal,2001,,T Sadam,,,,,,INC,,,,,
B Sulochanamma,Tanakal,2001,,Kokkanti I,,,,,,TDP,,,,,
Megavath Kale Naik,Uravakonda,2001,,Shaiksanipalli,,,,,,TDP,,,,,
Mastanappa Gari Erramma,Uravakonda,2001,,Raketla,,,,,,TDP,,,,,
H Mekala Vannurappa,Uravakonda,2001,,Peddakowkuntla 1,,,,,,TDP,,,,,
Madiga Naganna,Uravakonda,2001,,Peddakowkuntla 2,,,,,,TDP,,,,,
Dasari Jaya Laxmi,Uravakonda,2001,,Chinna Mustur,,,,,,TDP,,,,,
